sc,	sm,	mu_c,	mu_m,	lnZ,	D,	d 
0.4522,	1.779,	0.3111,	0.5222,	-246.0,	6.568,	2.191
0.6733,	1.779,	0.3111,	0.5222,	-244.6,	5.188,	1.891
0.8944,	1.779,	0.3111,	0.5222,	-243.9,	4.548,	2.093
1.116,	1.779,	0.3111,	0.5222,	-243.7,	4.362,	2.139
1.337,	1.779,	0.3111,	0.5222,	-243.6,	4.346,	1.613
1.558,	1.779,	0.3111,	0.5222,	-244.6,	5.063,	2.303
1.779,	1.779,	0.3111,	0.5222,	-243.7,	4.358,	1.991
2.0,	1.779,	0.3111,	0.5222,	-243.8,	4.417,	1.943
0.01,	2.0,	0.3111,	0.5222,	-327.7,	3.037,	3.957
0.2311,	2.0,	0.3111,	0.5222,	-253.0,	12.39,	5.77
0.4522,	2.0,	0.3111,	0.5222,	-245.2,	5.787,	2.238
0.6733,	2.0,	0.3111,	0.5222,	-244.3,	5.124,	1.848
0.8944,	2.0,	0.3111,	0.5222,	-243.9,	4.478,	2.445
1.116,	2.0,	0.3111,	0.5222,	-243.8,	4.489,	1.883
1.337,	2.0,	0.3111,	0.5222,	-242.9,	3.669,	1.567
1.558,	2.0,	0.3111,	0.5222,	-243.9,	4.414,	2.199
1.779,	2.0,	0.3111,	0.5222,	-243.8,	4.534,	2.143
2.0,	2.0,	0.3111,	0.5222,	-243.4,	4.203,	1.854
0.01,	0.01,	0.5222,	0.5222,	-478.3,	7.333,	34.61
0.2311,	0.01,	0.5222,	0.5222,	-436.7,	13.38,	46.84
0.4522,	0.01,	0.5222,	0.5222,	-432.4,	9.236,	33.46
0.6733,	0.01,	0.5222,	0.5222,	-431.1,	10.33,	56.88
0.8944,	0.01,	0.5222,	0.5222,	-431.8,	9.595,	51.6
1.116,	0.01,	0.5222,	0.5222,	-431.7,	11.43,	41.32
1.337,	0.01,	0.5222,	0.5222,	-432.4,	8.691,	39.8
1.558,	0.01,	0.5222,	0.5222,	-431.7,	9.475,	43.98
1.779,	0.01,	0.5222,	0.5222,	-432.1,	9.677,	46.36
2.0,	0.01,	0.5222,	0.5222,	-431.7,	11.43,	47.81
0.01,	0.2311,	0.5222,	0.5222,	-295.6,	8.84,	3.03
0.2311,	0.2311,	0.5222,	0.5222,	-253.4,	13.31,	4.33
0.4522,	0.2311,	0.5222,	0.5222,	-250.6,	10.85,	3.645
0.6733,	0.2311,	0.5222,	0.5222,	-250.4,	10.62,	3.021
0.8944,	0.2311,	0.5222,	0.5222,	-250.1,	10.48,	3.558
1.116,	0.2311,	0.5222,	0.5222,	-250.9,	11.06,	4.064
1.337,	0.2311,	0.5222,	0.5222,	-250.2,	10.64,	2.904
1.558,	0.2311,	0.5222,	0.5222,	-250.3,	10.4,	4.105
1.779,	0.2311,	0.5222,	0.5222,	-251.5,	11.65,	4.138
2.0,	0.2311,	0.5222,	0.5222,	-250.4,	10.82,	3.184
0.01,	0.4522,	0.5222,	0.5222,	-290.6,	3.735,	2.646
0.2311,	0.4522,	0.5222,	0.5222,	-249.3,	9.008,	5.423
0.4522,	0.4522,	0.5222,	0.5222,	-245.2,	5.823,	2.415
0.6733,	0.4522,	0.5222,	0.5222,	-244.4,	5.102,	1.901
0.8944,	0.4522,	0.5222,	0.5222,	-244.6,	5.272,	1.868
1.116,	0.4522,	0.5222,	0.5222,	-244.4,	5.047,	1.554
1.337,	0.4522,	0.5222,	0.5222,	-244.1,	4.843,	1.834
1.558,	0.4522,	0.5222,	0.5222,	-244.6,	5.255,	2.149
1.779,	0.4522,	0.5222,	0.5222,	-244.5,	4.925,	2.031
2.0,	0.4522,	0.5222,	0.5222,	-244.3,	5.041,	1.799
0.01,	0.6733,	0.5222,	0.5222,	-289.6,	2.716,	2.169
0.2311,	0.6733,	0.5222,	0.5222,	-248.5,	8.393,	5.319
0.4522,	0.6733,	0.5222,	0.5222,	-244.2,	4.751,	2.385
0.6733,	0.6733,	0.5222,	0.5222,	-243.4,	4.0,	1.681
0.8944,	0.6733,	0.5222,	0.5222,	-243.9,	4.526,	2.215
1.116,	0.6733,	0.5222,	0.5222,	-243.5,	4.206,	2.048
1.337,	0.6733,	0.5222,	0.5222,	-243.5,	4.265,	1.815
1.558,	0.6733,	0.5222,	0.5222,	-243.0,	3.65,	1.761
1.779,	0.6733,	0.5222,	0.5222,	-243.9,	4.54,	1.903
2.0,	0.6733,	0.5222,	0.5222,	-244.1,	4.681,	1.906
0.01,	0.8944,	0.5222,	0.5222,	-289.8,	2.687,	2.494
0.2311,	0.8944,	0.5222,	0.5222,	-248.1,	7.945,	5.653
0.4522,	0.8944,	0.5222,	0.5222,	-244.0,	4.711,	1.722
0.6733,	0.8944,	0.5222,	0.5222,	-243.7,	4.288,	2.275
0.8944,	0.8944,	0.5222,	0.5222,	-243.9,	4.433,	2.158
1.116,	0.8944,	0.5222,	0.5222,	-243.4,	3.958,	2.556
1.337,	0.8944,	0.5222,	0.5222,	-243.3,	3.969,	2.042
1.558,	0.8944,	0.5222,	0.5222,	-243.3,	3.898,	1.903
1.779,	0.8944,	0.5222,	0.5222,	-243.6,	4.318,	1.84
2.0,	0.8944,	0.5222,	0.5222,	-243.6,	4.384,	1.966
0.01,	1.116,	0.5222,	0.5222,	-289.4,	2.529,	2.413
0.2311,	1.116,	0.5222,	0.5222,	-247.5,	7.406,	4.067
0.4522,	1.116,	0.5222,	0.5222,	-243.5,	3.989,	2.404
0.6733,	1.116,	0.5222,	0.5222,	-243.2,	3.84,	1.788
0.8944,	1.116,	0.5222,	0.5222,	-243.4,	4.052,	2.072
1.116,	1.116,	0.5222,	0.5222,	-243.4,	4.024,	1.941
1.337,	1.116,	0.5222,	0.5222,	-243.7,	4.264,	2.299
1.558,	1.116,	0.5222,	0.5222,	-243.2,	3.897,	1.951
1.779,	1.116,	0.5222,	0.5222,	-243.5,	4.104,	1.987
2.0,	1.116,	0.5222,	0.5222,	-243.6,	4.248,	1.98
0.01,	1.337,	0.5222,	0.5222,	-289.7,	2.618,	2.493
0.2311,	1.337,	0.5222,	0.5222,	-247.7,	7.791,	4.084
0.4522,	1.337,	0.5222,	0.5222,	-243.9,	4.542,	2.009
0.6733,	1.337,	0.5222,	0.5222,	-243.8,	4.459,	2.194
0.8944,	1.337,	0.5222,	0.5222,	-243.6,	4.204,	2.281
1.116,	1.337,	0.5222,	0.5222,	-243.1,	3.806,	1.836
1.337,	1.337,	0.5222,	0.5222,	-243.5,	4.181,	2.059
1.558,	1.337,	0.5222,	0.5222,	-243.8,	4.306,	2.172
1.779,	1.337,	0.5222,	0.5222,	-243.8,	4.428,	2.405
2.0,	1.337,	0.5222,	0.5222,	-243.7,	4.608,	1.889
0.01,	1.558,	0.5222,	0.5222,	-289.7,	3.062,	2.582
0.2311,	1.558,	0.5222,	0.5222,	-248.2,	8.131,	5.154
0.4522,	1.558,	0.5222,	0.5222,	-244.0,	4.662,	2.031
0.6733,	1.558,	0.5222,	0.5222,	-243.6,	4.22,	2.032
0.8944,	1.558,	0.5222,	0.5222,	-243.1,	3.833,	1.733
1.116,	1.558,	0.5222,	0.5222,	-243.5,	4.151,	2.034
1.337,	1.558,	0.5222,	0.5222,	-243.7,	4.413,	1.856
1.558,	1.558,	0.5222,	0.5222,	-243.5,	3.991,	2.038
1.779,	1.558,	0.5222,	0.5222,	-243.3,	4.176,	1.561
2.0,	1.558,	0.5222,	0.5222,	-243.5,	4.152,	1.831
0.01,	1.779,	0.5222,	0.5222,	-289.6,	2.596,	3.085
0.2311,	1.779,	0.5222,	0.5222,	-248.5,	8.307,	5.501
0.4522,	1.779,	0.5222,	0.5222,	-244.5,	5.051,	2.47
0.6733,	1.779,	0.5222,	0.5222,	-243.7,	4.175,	2.553
0.8944,	1.779,	0.5222,	0.5222,	-243.5,	4.183,	2.075
1.116,	1.779,	0.5222,	0.5222,	-243.3,	4.089,	1.655
1.337,	1.779,	0.5222,	0.5222,	-243.4,	4.077,	1.913
1.558,	1.779,	0.5222,	0.5222,	-243.0,	3.762,	1.779
1.779,	1.779,	0.5222,	0.5222,	-243.4,	4.126,	2.033
2.0,	1.779,	0.5222,	0.5222,	-243.7,	4.337,	2.047
0.01,	2.0,	0.5222,	0.5222,	-289.6,	2.759,	2.7
0.2311,	2.0,	0.5222,	0.5222,	-247.6,	7.621,	4.676
0.4522,	2.0,	0.5222,	0.5222,	-244.2,	4.884,	1.757
0.6733,	2.0,	0.5222,	0.5222,	-243.9,	4.579,	2.248
0.8944,	2.0,	0.5222,	0.5222,	-244.0,	4.578,	2.026
1.116,	2.0,	0.5222,	0.5222,	-243.8,	4.323,	2.373
1.337,	2.0,	0.5222,	0.5222,	-243.7,	4.416,	2.189
1.558,	2.0,	0.5222,	0.5222,	-243.8,	4.398,	2.366
1.779,	2.0,	0.5222,	0.5222,	-243.9,	4.525,	2.063
2.0,	2.0,	0.5222,	0.5222,	-244.0,	4.525,	2.371
0.01,	0.01,	0.7333,	0.5222,	-450.1,	9.967,	41.41
0.2311,	0.01,	0.7333,	0.5222,	-432.5,	10.72,	63.34
0.4522,	0.01,	0.7333,	0.5222,	-431.4,	9.562,	46.89
0.6733,	0.01,	0.7333,	0.5222,	-431.8,	8.373,	46.95
0.8944,	0.01,	0.7333,	0.5222,	-431.3,	9.766,	47.89
1.116,	0.01,	0.7333,	0.5222,	-431.8,	11.22,	57.53
1.337,	0.01,	0.7333,	0.5222,	-431.8,	8.095,	29.79
1.558,	0.01,	0.7333,	0.5222,	-429.6,	11.3,	15.57
1.779,	0.01,	0.7333,	0.5222,	-431.6,	9.539,	36.39
2.0,	0.01,	0.7333,	0.5222,	-432.3,	8.979,	53.71
0.01,	0.2311,	0.7333,	0.5222,	-270.3,	10.1,	2.772
0.2311,	0.2311,	0.7333,	0.5222,	-251.4,	11.54,	3.711
0.4522,	0.2311,	0.7333,	0.5222,	-251.1,	11.11,	3.934
0.6733,	0.2311,	0.7333,	0.5222,	-250.0,	10.12,	3.187
0.8944,	0.2311,	0.7333,	0.5222,	-249.4,	9.85,	2.729
1.116,	0.2311,	0.7333,	0.5222,	-249.9,	10.03,	3.809
1.337,	0.2311,	0.7333,	0.5222,	-250.2,	10.63,	2.855
1.558,	0.2311,	0.7333,	0.5222,	-250.9,	11.21,	3.06
1.779,	0.2311,	0.7333,	0.5222,	-250.1,	10.37,	3.196
2.0,	0.2311,	0.7333,	0.5222,	-250.7,	11.01,	3.176
0.01,	0.4522,	0.7333,	0.5222,	-263.2,	3.364,	1.722
0.2311,	0.4522,	0.7333,	0.5222,	-245.3,	5.394,	3.347
0.4522,	0.4522,	0.7333,	0.5222,	-244.4,	4.904,	2.642
0.6733,	0.4522,	0.7333,	0.5222,	-244.0,	4.748,	1.682
0.8944,	0.4522,	0.7333,	0.5222,	-243.8,	4.561,	1.941
1.116,	0.4522,	0.7333,	0.5222,	-244.3,	5.063,	1.728
1.337,	0.4522,	0.7333,	0.5222,	-243.7,	4.4,	1.941
1.558,	0.4522,	0.7333,	0.5222,	-244.7,	5.406,	2.236
1.779,	0.4522,	0.7333,	0.5222,	-244.9,	5.609,	2.158
2.0,	0.4522,	0.7333,	0.5222,	-245.1,	5.641,	1.923
0.01,	0.6733,	0.7333,	0.5222,	-262.6,	2.702,	1.728
0.2311,	0.6733,	0.7333,	0.5222,	-244.4,	4.846,	2.532
0.4522,	0.6733,	0.7333,	0.5222,	-243.2,	3.772,	2.136
0.6733,	0.6733,	0.7333,	0.5222,	-242.7,	3.468,	1.561
0.8944,	0.6733,	0.7333,	0.5222,	-242.9,	3.621,	1.607
1.116,	0.6733,	0.7333,	0.5222,	-243.3,	3.997,	1.783
1.337,	0.6733,	0.7333,	0.5222,	-243.1,	3.86,	1.587
1.558,	0.6733,	0.7333,	0.5222,	-243.0,	3.793,	1.695
1.779,	0.6733,	0.7333,	0.5222,	-243.4,	3.962,	1.814
2.0,	0.6733,	0.7333,	0.5222,	-244.0,	4.58,	1.966
0.01,	0.8944,	0.7333,	0.5222,	-262.2,	2.27,	1.618
0.2311,	0.8944,	0.7333,	0.5222,	-244.5,	5.007,	2.748
0.4522,	0.8944,	0.7333,	0.5222,	-242.6,	3.194,	1.754
0.6733,	0.8944,	0.7333,	0.5222,	-242.9,	3.588,	1.602
0.8944,	0.8944,	0.7333,	0.5222,	-243.9,	4.523,	2.198
1.116,	0.8944,	0.7333,	0.5222,	-243.2,	3.958,	1.645
1.337,	0.8944,	0.7333,	0.5222,	-242.8,	3.528,	1.945
1.558,	0.8944,	0.7333,	0.5222,	-243.2,	3.938,	1.938
1.779,	0.8944,	0.7333,	0.5222,	-243.6,	4.252,	1.694
2.0,	0.8944,	0.7333,	0.5222,	-243.7,	4.304,	2.11
0.01,	1.116,	0.7333,	0.5222,	-262.3,	2.466,	1.641
0.2311,	1.116,	0.7333,	0.5222,	-244.1,	4.422,	2.86
0.4522,	1.116,	0.7333,	0.5222,	-242.9,	3.464,	2.218
0.6733,	1.116,	0.7333,	0.5222,	-242.9,	3.467,	2.187
0.8944,	1.116,	0.7333,	0.5222,	-242.7,	3.449,	1.764
1.116,	1.116,	0.7333,	0.5222,	-242.9,	3.518,	2.044
1.337,	1.116,	0.7333,	0.5222,	-242.9,	3.535,	1.954
1.558,	1.116,	0.7333,	0.5222,	-243.4,	3.95,	2.007
1.779,	1.116,	0.7333,	0.5222,	-243.6,	4.282,	2.103
2.0,	1.116,	0.7333,	0.5222,	-243.9,	4.741,	1.602
0.01,	1.337,	0.7333,	0.5222,	-262.6,	2.645,	1.64
0.2311,	1.337,	0.7333,	0.5222,	-244.5,	4.873,	2.938
0.4522,	1.337,	0.7333,	0.5222,	-243.0,	3.647,	2.291
0.6733,	1.337,	0.7333,	0.5222,	-243.0,	3.504,	2.241
0.8944,	1.337,	0.7333,	0.5222,	-243.3,	3.922,	2.045
1.116,	1.337,	0.7333,	0.5222,	-243.9,	4.466,	2.394
1.337,	1.337,	0.7333,	0.5222,	-243.6,	4.021,	2.037
1.558,	1.337,	0.7333,	0.5222,	-243.2,	3.902,	1.836
1.779,	1.337,	0.7333,	0.5222,	-243.8,	4.337,	2.502
2.0,	1.337,	0.7333,	0.5222,	-243.5,	4.061,	2.203
0.01,	1.558,	0.7333,	0.5222,	-262.4,	2.465,	1.486
0.2311,	1.558,	0.7333,	0.5222,	-244.5,	4.882,	3.073
0.4522,	1.558,	0.7333,	0.5222,	-243.2,	3.853,	2.066
0.6733,	1.558,	0.7333,	0.5222,	-242.7,	3.331,	2.048
0.8944,	1.558,	0.7333,	0.5222,	-243.0,	3.695,	2.171
1.116,	1.558,	0.7333,	0.5222,	-242.9,	3.644,	1.551
1.337,	1.558,	0.7333,	0.5222,	-243.5,	4.151,	2.15
1.558,	1.558,	0.7333,	0.5222,	-243.6,	4.21,	2.175
1.779,	1.558,	0.7333,	0.5222,	-243.7,	4.414,	1.696
2.0,	1.558,	0.7333,	0.5222,	-244.2,	4.863,	2.029
0.01,	1.779,	0.7333,	0.5222,	-262.4,	2.511,	1.668
0.2311,	1.779,	0.7333,	0.5222,	-244.4,	4.721,	3.327
0.4522,	1.779,	0.7333,	0.5222,	-242.7,	3.394,	1.73
0.6733,	1.779,	0.7333,	0.5222,	-243.3,	3.911,	1.919
0.8944,	1.779,	0.7333,	0.5222,	-243.5,	4.102,	1.941
1.116,	1.779,	0.7333,	0.5222,	-243.2,	3.92,	1.796
1.337,	1.779,	0.7333,	0.5222,	-243.5,	4.197,	1.804
1.558,	1.779,	0.7333,	0.5222,	-243.5,	4.267,	1.862
1.779,	1.779,	0.7333,	0.5222,	-243.8,	4.485,	2.063
2.0,	1.779,	0.7333,	0.5222,	-243.9,	4.658,	1.545
0.01,	2.0,	0.7333,	0.5222,	-262.8,	2.806,	1.347
0.2311,	2.0,	0.7333,	0.5222,	-244.7,	4.862,	3.531
0.4522,	2.0,	0.7333,	0.5222,	-243.3,	4.065,	1.821
0.6733,	2.0,	0.7333,	0.5222,	-242.9,	3.572,	1.844
0.8944,	2.0,	0.7333,	0.5222,	-243.6,	4.291,	2.129
1.116,	2.0,	0.7333,	0.5222,	-243.5,	4.084,	2.238
1.337,	2.0,	0.7333,	0.5222,	-243.7,	4.286,	2.1
1.558,	2.0,	0.7333,	0.5222,	-243.6,	4.297,	1.845
1.779,	2.0,	0.7333,	0.5222,	-243.8,	4.329,	1.98
2.0,	2.0,	0.7333,	0.5222,	-243.7,	4.326,	1.511
0.01,	0.01,	0.9444,	0.5222,	-433.8,	9.641,	30.16
0.2311,	0.01,	0.9444,	0.5222,	-430.0,	10.36,	37.59
0.4522,	0.01,	0.9444,	0.5222,	-431.0,	9.932,	46.56
0.6733,	0.01,	0.9444,	0.5222,	-431.3,	9.996,	56.41
0.8944,	0.01,	0.9444,	0.5222,	-432.5,	8.013,	32.98
1.116,	0.01,	0.9444,	0.5222,	-430.8,	8.727,	31.49
1.337,	0.01,	0.9444,	0.5222,	-431.3,	10.66,	52.28
1.558,	0.01,	0.9444,	0.5222,	-432.1,	10.14,	55.82
1.779,	0.01,	0.9444,	0.5222,	-432.1,	8.923,	30.44
2.0,	0.01,	0.9444,	0.5222,	-432.0,	9.083,	35.73
0.01,	0.2311,	0.9444,	0.5222,	-253.4,	9.537,	1.422
0.2311,	0.2311,	0.9444,	0.5222,	-248.9,	9.117,	3.489
0.4522,	0.2311,	0.9444,	0.5222,	-248.8,	9.145,	3.767
0.6733,	0.2311,	0.9444,	0.5222,	-249.1,	9.434,	3.157
0.8944,	0.2311,	0.9444,	0.5222,	-249.7,	9.931,	3.601
1.116,	0.2311,	0.9444,	0.5222,	-248.9,	9.572,	2.172
1.337,	0.2311,	0.9444,	0.5222,	-250.6,	11.02,	3.092
1.558,	0.2311,	0.9444,	0.5222,	-250.7,	10.84,	3.444
1.779,	0.2311,	0.9444,	0.5222,	-250.8,	11.11,	3.618
2.0,	0.2311,	0.9444,	0.5222,	-251.4,	11.65,	2.961
0.01,	0.4522,	0.9444,	0.5222,	-247.8,	3.828,	1.361
0.2311,	0.4522,	0.9444,	0.5222,	-243.2,	3.83,	2.056
0.4522,	0.4522,	0.9444,	0.5222,	-243.4,	4.077,	2.004
0.6733,	0.4522,	0.9444,	0.5222,	-243.4,	4.049,	2.293
0.8944,	0.4522,	0.9444,	0.5222,	-243.7,	4.414,	1.87
1.116,	0.4522,	0.9444,	0.5222,	-244.4,	5.046,	2.196
1.337,	0.4522,	0.9444,	0.5222,	-244.4,	4.995,	1.917
1.558,	0.4522,	0.9444,	0.5222,	-244.5,	5.172,	2.032
1.779,	0.4522,	0.9444,	0.5222,	-244.4,	5.135,	1.911
2.0,	0.4522,	0.9444,	0.5222,	-244.7,	5.384,	2.308
0.01,	0.6733,	0.9444,	0.5222,	-246.6,	2.612,	1.271
0.2311,	0.6733,	0.9444,	0.5222,	-242.1,	2.695,	1.856
0.4522,	0.6733,	0.9444,	0.5222,	-242.5,	3.195,	1.905
0.6733,	0.6733,	0.9444,	0.5222,	-242.6,	3.338,	1.924
0.8944,	0.6733,	0.9444,	0.5222,	-242.6,	3.413,	1.562
1.116,	0.6733,	0.9444,	0.5222,	-243.4,	3.848,	2.686
1.337,	0.6733,	0.9444,	0.5222,	-243.3,	3.913,	2.323
1.558,	0.6733,	0.9444,	0.5222,	-243.7,	4.333,	2.164
1.779,	0.6733,	0.9444,	0.5222,	-243.5,	4.189,	1.762
2.0,	0.6733,	0.9444,	0.5222,	-244.1,	4.796,	2.101
0.01,	0.8944,	0.9444,	0.5222,	-246.3,	2.38,	1.196
0.2311,	0.8944,	0.9444,	0.5222,	-242.1,	2.735,	1.972
0.4522,	0.8944,	0.9444,	0.5222,	-242.4,	3.128,	1.868
0.6733,	0.8944,	0.9444,	0.5222,	-242.7,	3.517,	1.686
0.8944,	0.8944,	0.9444,	0.5222,	-242.7,	3.378,	1.77
1.116,	0.8944,	0.9444,	0.5222,	-243.0,	3.675,	1.892
1.337,	0.8944,	0.9444,	0.5222,	-243.8,	4.458,	2.059
1.558,	0.8944,	0.9444,	0.5222,	-243.4,	4.043,	1.922
1.779,	0.8944,	0.9444,	0.5222,	-243.6,	4.291,	2.089
2.0,	0.8944,	0.9444,	0.5222,	-243.5,	4.213,	2.247
0.01,	1.116,	0.9444,	0.5222,	-246.0,	2.111,	0.9505
0.2311,	1.116,	0.9444,	0.5222,	-242.1,	2.71,	2.032
0.4522,	1.116,	0.9444,	0.5222,	-242.3,	2.944,	1.706
0.6733,	1.116,	0.9444,	0.5222,	-242.6,	3.192,	1.56
0.8944,	1.116,	0.9444,	0.5222,	-242.6,	3.281,	1.823
1.116,	1.116,	0.9444,	0.5222,	-243.2,	3.85,	1.883
1.337,	1.116,	0.9444,	0.5222,	-243.2,	3.958,	1.531
1.558,	1.116,	0.9444,	0.5222,	-243.3,	4.067,	1.758
1.779,	1.116,	0.9444,	0.5222,	-243.5,	4.299,	1.722
2.0,	1.116,	0.9444,	0.5222,	-243.2,	3.825,	1.794
0.01,	1.337,	0.9444,	0.5222,	-246.4,	2.455,	1.078
0.2311,	1.337,	0.9444,	0.5222,	-242.0,	2.727,	1.872
0.4522,	1.337,	0.9444,	0.5222,	-242.5,	3.079,	2.063
0.6733,	1.337,	0.9444,	0.5222,	-242.7,	3.322,	1.931
0.8944,	1.337,	0.9444,	0.5222,	-242.5,	3.198,	1.897
1.116,	1.337,	0.9444,	0.5222,	-242.9,	3.704,	1.638
1.337,	1.337,	0.9444,	0.5222,	-242.8,	3.549,	1.639
1.558,	1.337,	0.9444,	0.5222,	-243.1,	3.853,	1.617
1.779,	1.337,	0.9444,	0.5222,	-243.0,	3.659,	1.76
2.0,	1.337,	0.9444,	0.5222,	-243.0,	3.631,	1.814
0.01,	1.558,	0.9444,	0.5222,	-246.3,	2.416,	1.154
0.2311,	1.558,	0.9444,	0.5222,	-242.8,	3.315,	1.915
0.4522,	1.558,	0.9444,	0.5222,	-242.2,	2.882,	2.362
0.6733,	1.558,	0.9444,	0.5222,	-242.8,	3.412,	2.31
0.8944,	1.558,	0.9444,	0.5222,	-242.4,	3.109,	1.778
1.116,	1.558,	0.9444,	0.5222,	-243.1,	3.644,	2.156
1.337,	1.558,	0.9444,	0.5222,	-243.6,	4.229,	1.941
1.558,	1.558,	0.9444,	0.5222,	-243.7,	4.32,	1.942
1.779,	1.558,	0.9444,	0.5222,	-243.0,	3.701,	1.768
2.0,	1.558,	0.9444,	0.5222,	-243.8,	4.389,	2.254
0.01,	1.779,	0.9444,	0.5222,	-246.8,	2.795,	1.322
0.2311,	1.779,	0.9444,	0.5222,	-242.6,	3.327,	1.982
0.4522,	1.779,	0.9444,	0.5222,	-242.1,	2.743,	2.0
0.6733,	1.779,	0.9444,	0.5222,	-242.7,	3.308,	2.084
0.8944,	1.779,	0.9444,	0.5222,	-242.7,	3.521,	1.63
1.116,	1.779,	0.9444,	0.5222,	-242.9,	3.51,	1.821
1.337,	1.779,	0.9444,	0.5222,	-243.6,	4.297,	1.913
1.558,	1.779,	0.9444,	0.5222,	-243.6,	4.332,	1.794
1.779,	1.779,	0.9444,	0.5222,	-244.0,	4.592,	2.067
2.0,	1.779,	0.9444,	0.5222,	-243.5,	4.349,	1.451
0.01,	2.0,	0.9444,	0.5222,	-247.1,	3.226,	1.314
0.2311,	2.0,	0.9444,	0.5222,	-242.2,	2.791,	1.641
0.4522,	2.0,	0.9444,	0.5222,	-242.8,	3.25,	1.977
0.6733,	2.0,	0.9444,	0.5222,	-242.6,	3.265,	1.913
0.8944,	2.0,	0.9444,	0.5222,	-243.0,	3.743,	2.088
1.116,	2.0,	0.9444,	0.5222,	-242.9,	3.556,	1.919
1.337,	2.0,	0.9444,	0.5222,	-243.1,	3.85,	1.956
1.558,	2.0,	0.9444,	0.5222,	-243.7,	4.338,	2.153
1.779,	2.0,	0.9444,	0.5222,	-243.7,	4.312,	1.806
2.0,	2.0,	0.9444,	0.5222,	-244.0,	4.756,	1.996
0.01,	0.01,	1.156,	0.5222,	-429.8,	6.848,	35.33
0.2311,	0.01,	1.156,	0.5222,	-430.9,	8.897,	47.37
0.4522,	0.01,	1.156,	0.5222,	-430.9,	9.409,	43.24
0.6733,	0.01,	1.156,	0.5222,	-431.7,	8.221,	31.22
0.8944,	0.01,	1.156,	0.5222,	-431.3,	10.39,	55.83
1.116,	0.01,	1.156,	0.5222,	-431.6,	9.759,	51.78
1.337,	0.01,	1.156,	0.5222,	-432.7,	9.946,	42.33
1.558,	0.01,	1.156,	0.5222,	-431.2,	8.883,	31.95
1.779,	0.01,	1.156,	0.5222,	-430.7,	10.76,	22.83
2.0,	0.01,	1.156,	0.5222,	-433.3,	13.59,	68.46
0.01,	0.2311,	1.156,	0.5222,	-247.6,	8.461,	2.134
0.2311,	0.2311,	1.156,	0.5222,	-249.9,	10.24,	3.343
0.4522,	0.2311,	1.156,	0.5222,	-249.4,	9.972,	2.679
0.6733,	0.2311,	1.156,	0.5222,	-249.3,	9.798,	2.78
0.8944,	0.2311,	1.156,	0.5222,	-251.0,	11.26,	4.017
1.116,	0.2311,	1.156,	0.5222,	-251.1,	11.47,	2.963
1.337,	0.2311,	1.156,	0.5222,	-251.0,	11.3,	3.758
1.558,	0.2311,	1.156,	0.5222,	-249.3,	10.09,	1.118
1.779,	0.2311,	1.156,	0.5222,	-250.4,	11.15,	2.677
2.0,	0.2311,	1.156,	0.5222,	-250.5,	11.09,	2.924
0.01,	0.4522,	1.156,	0.5222,	-242.4,	3.537,	1.207
0.2311,	0.4522,	1.156,	0.5222,	-243.4,	4.086,	1.783
0.4522,	0.4522,	1.156,	0.5222,	-243.9,	4.612,	2.088
0.6733,	0.4522,	1.156,	0.5222,	-244.1,	4.729,	2.038
0.8944,	0.4522,	1.156,	0.5222,	-244.7,	5.223,	2.356
1.116,	0.4522,	1.156,	0.5222,	-244.7,	5.166,	2.451
1.337,	0.4522,	1.156,	0.5222,	-245.1,	5.738,	1.906
1.558,	0.4522,	1.156,	0.5222,	-244.9,	5.612,	1.729
1.779,	0.4522,	1.156,	0.5222,	-245.2,	5.824,	2.239
2.0,	0.4522,	1.156,	0.5222,	-245.1,	5.718,	1.753
0.01,	0.6733,	1.156,	0.5222,	-241.6,	2.666,	1.029
0.2311,	0.6733,	1.156,	0.5222,	-242.1,	2.854,	1.666
0.4522,	0.6733,	1.156,	0.5222,	-243.1,	3.794,	1.634
0.6733,	0.6733,	1.156,	0.5222,	-243.2,	4.037,	1.607
0.8944,	0.6733,	1.156,	0.5222,	-243.3,	3.939,	1.795
1.116,	0.6733,	1.156,	0.5222,	-244.6,	5.16,	2.601
1.337,	0.6733,	1.156,	0.5222,	-244.1,	4.707,	2.015
1.558,	0.6733,	1.156,	0.5222,	-244.0,	4.679,	2.235
1.779,	0.6733,	1.156,	0.5222,	-244.7,	5.133,	2.459
2.0,	0.6733,	1.156,	0.5222,	-244.0,	4.716,	2.028
0.01,	0.8944,	1.156,	0.5222,	-241.3,	2.445,	1.125
0.2311,	0.8944,	1.156,	0.5222,	-242.0,	2.742,	1.583
0.4522,	0.8944,	1.156,	0.5222,	-243.0,	3.5,	2.55
0.6733,	0.8944,	1.156,	0.5222,	-243.2,	3.888,	1.795
0.8944,	0.8944,	1.156,	0.5222,	-243.9,	4.443,	1.911
1.116,	0.8944,	1.156,	0.5222,	-243.8,	4.467,	2.156
1.337,	0.8944,	1.156,	0.5222,	-243.7,	4.34,	2.003
1.558,	0.8944,	1.156,	0.5222,	-244.0,	4.582,	1.845
1.779,	0.8944,	1.156,	0.5222,	-243.8,	4.462,	1.596
2.0,	0.8944,	1.156,	0.5222,	-244.5,	4.983,	2.607
0.01,	1.116,	1.156,	0.5222,	-241.5,	2.547,	1.256
0.2311,	1.116,	1.156,	0.5222,	-241.8,	2.622,	1.66
